id	subject	session	row	time	key	p_utts	p_form	p_lrb	p_obj	p_gloss	p_orient	p_mspd	p_g_type	p_gs_rel
10271002158	27	10	2158	00:05:58		stick that on this way.	iconic	R		stem of flower	trace shape	points at bottom of flower shape and drags away toward bottom of card in direction stem should be glued	R.d	DA
10271002216	27	10	2216			you could glue that on.	iconic	R		glue on	tracepath	index finger moves over star shape from bottom to top	R.d	ADD.d
10271002317	27	10	2317	00:10:44		oh, you're supposed to put them down here, Sweetie.	iconic	R		blades of grass	trace shape	points at bottom of postcard under flower and drags down toward C in direction green pointy shapes should be glued on	R.a	ADD.a
10271002320	27	10	2320	00:10:47		like -- you know how a flower comes out of the ground?	iconic - iconic	R - R		flower growing - grass on ground	trace path - traceshape	palm in, fingers pointing up, moves cup shaped hand from countertop in an upward motion - points at bottom of postcard under flower and drags down toward C in direction green pointy shapes should be glued on	R.a;R.a	RF.a;ADD.a
10271002325	27	10	2325	00:10:55		ok well then put some more down here.	iconic	R		blades of grass	trace shape	points at bottom of postcard under flower and drags down toward C in direction green pointy shapes should be glued on	R.a	ADD.a
10271002380	27	10	2380	00:12:37		oh no.	iconic	R		disk flower, center of flower	trace shape	points at center of pink flower shape and traces a circle where the small yellow circle  shape should be	R.d	ADD.d
10271002381	27	10	2381	00:12:38		we got to find the --	iconic~	R		disk flower, center of flower	trace shape	points at center of pink flower shape and traces a circle where the small yellow circle  shape should be	R.d	ADD.d
10271002419	27	10	2419	00:13:30		ok you can -- glue the red one down first.	iconic	R		attaching paper		palm down, shakes hand above paper	R.m	RF.p
10271002421	27	10	2421	00:13:32		and then the blue star on top of it.	iconic - point	R - R	 - C	putting shape onto paper - C	trace path - 	points at spot above postcard then scoops point toward postcard - 	R.d;DP	RF.d;DA
10271002498	27	10	2498	00:15:35			iconic - point	R - R	 - sun on postcard	around - sun on postcard	trace shape - 	points at three different spots around sun on postcard	R.d;DP	X;X
10271100383	27	11	383	0.01099170544	*	you can pick for Mommy.	iconic	r		pick card	trace path	points back and forth to cards and son	R.d	ADD.d
10271100502	27	11	502			wow, and you could make it into home.	iconic	r		going to home in game	trace path	traces path with finger down the path from outside rim to home base in center of board	R.d	ADD.d
10271100521	27	11	521			because if you move forward eleven, you'd have to move all the way around the board, but if you move back here then you can still make it into home.	iconic - iconic	r - r 		long path to home - short path to home 	trace path - trace path	traces path around board with card until home - traces path from square on board to home	R.d;R.d	RF.d;RF.d
10271100591	27	11	591	0.0155108851135		I know, but I went eight.	iconic - point	r - r 	- stack of cards	went eight spaces - stack of cards	trace path -	points finger in path around the board -	R.d;DP	ADD.d;ADD
10271100596	27	11	596			now you have to move backward one because you only have one guy out playing.	iconic	r		path of play	trace path	traces path with index finger from start position to another spot on board	R.d	RF.d
10271101797	27	11	1797	0.00738161386695		see all the people's names coming up.	iconic	r		names going across screen	trace path	moves finger from upwards 	R.d	RF.d
10271200217	27	12	217			so you usually write it like a capital l@l.	iconic	r		capital l	trace shape	traces capital l	R.a	RF.a
10271200218	27	12	218			when you do a line straight down that's a little l@l.	iconic	r		lower case l	trace shape	traces lower case l	R.a	RF.a
10271200384	27	12	384			so the big o@l and the little o@l are the same.	iconic - iconic	l - l 		capital o - lower case o	trace shape - trace shape	traces big o - traces little o	R.a;R.a	RF.a;RF.a
10271200385	27	12	385			it's just the size that's different.	iconic	b		letter o		makes c shapes facing each other with both hands	R.a	RF.a
10271200531	27	12	531	0.0279513888889		but what -- what else do you see on this page that begins with &puh.	iconic - point	r - r 	- page	keep talking - page		makes a scooping motion in the air with hand -	R.met;DP	RF.met;RF
10271200696	27	12	696			so I think you've done a small r@l before, right?	iconic	r		little r	trace shape	traces little r	R.a	RF.a
10271200702	27	12	702			so you go down around and make a tail.	 iconic	r 		draw r 	trace shape	traces r	R.d	RF.d
10271200823	27	12	823			here's a big t@l, down and across.	point - iconic	r - r	capital t -	capital t - capital t	touch - trace shape	- traces capital t	DP;R.d	RF;RF.d
10271200824	27	12	824			and a little t@l goes down and across.	iconic	r		lower case t	trace shape	traces lower case t	R.d	RF.d
10271200990	27	12	990			start at the top.	iconic	r		letter z	trace shape	traces a z	R.d	ADD.d
10271201535	27	12	1535	0.0200644355776			iconic	r		spin		spins finger in circles	R.m	X
10280200387	28	2	387	00:12:36	*	it was who could get the longest peel on the apple.	iconic	R		peel's shape	traceshape	M traces helix in air to show shape of apple peel	R.a	ELAB.a
10280200630	28	2	630	00:30:06	*	it -- just get your fingers in the right place.	iconic	R		typing	H=H	M; M moving fingers on leg like she's typing	R.m	ADD.p
10280200652	28	2	652	00:30:52	*	that one.	iconic	L		moving (roller coaster)	H=O	M moves palm down and up in curves to mimic movement of a roller coaster car	R.m	ADD.p
10280200715	28	2	715	00:32:22		Cuh, cuh, cuh.	iconic	R		vacuuming	H=H	M moves fist back and forth as if vacuuming	R.m	ADD.p
10280201059	28	2	1059	00:45:00		let's go read that book.	iconic	R		forward	tracepath	M moves hand forward towards other room	R.d	ADD.d
10280300743	28	3	743	00:41:39	*	if you want to do a big area, let's take a black crayon.	iconic	R		coloring big area of the paper		Mo; M sweeping over area	R	ADD.nr
10280300746	28	3	746	00:41:44	*	you know the sky.	iconic	B		sky		holds hands as if holding a spherical object	R	RF
10280300747	28	3	747	00:41:46	*	take a red crayon and go along the side of it.	iconic	R	crayon	drawing using side of crayon		Mo	R	ADD.nr
10280300787	28	3	787	00:43:03	*	peel off the paper and go on side.	iconic	R		drawing using side of crayon		Mo; M holding pencil.	R	ADD.nr
10280300885	28	3	885	00:46:14	*	get that out of your head.	metaphoric	B		all gone from mind		sweeps hands in opposite direction	R	RF
10280300942	28	3	942	00:48:11	*	Ga --	iconic	R		sing out		moves hand as if it is sound moving out of mouth	R	ADD
10280300994	28	3	994	00:49:50	*	what comes after -- after five?	iconic	R	number	number following another		trace.path	R	RF
10280400677	28	4	677	00:22:55		sort of sticks to you.	iconic	R		sticking	H=O	M rubs fingers together to represent something sticking	R.m	RF.p
10280500719	28	5	719	00:33:19	*	did you go around the block?	iconic	R		around	tracepath	M traces a circular path with fork she is holding	R.d	RF.d
10280500720	28	5	720	00:33:20	*	or just up and down the street, right?	iconic	R		up and down	tracepath	M traces back and forth along a linear path with fork she is holding	R.d	RF.d
10280500722	28	5	722	00:33:26			iconic	R		around	tracepath	M traces a circular path with index finger	R.d	X
10280500967	28	5	967			go ahead.	iconic	L		forward	tracepath	M moves palm forward multiple times 	R.d	RF.d
10280600533	28	6	533	00:25:06			iconic	R		playing (violin)	H=H	M pantomimes moving violin bow back and forth	R.m	X
10280700070	28	7	70	00:07:21		oh, ### jump.	iconic	R		jumping	H=O	wiggles fingers as if jumping	R.m	RF.p
10280700328	28	7	328	00:15:02		it's sticking up in the back.	iconic-iconic	L-L		sticking up (tail) (x2)	H=O.H=O	M places outward facing palm on her bottom and raises up palm  to represent sticking up (x2)	R.m;R.m	RF.p;RF.p
10280700720	28	7	720	00:32:08		they dig underneath.	iconic			path under	trace path	M moves downward facing palm from L to right to show path animal digs under ground	R.d	RF.d
10280701631	28	7	1631	00:13:16		I was coming around the other way.	iconic	L		around	tracepath	with closed fist M traces path from behindL shoulder around to in front of her body to show path around	R.d	RF.d
10280800239	28	8	239	00:11:00		turn around.	iconic	L		turn around	tracepath	M spins her finger in the air	R.d	RF.d
10280800611	28	8	611	00:48:27		wipe your little tootsie toes.	iconic	R		wipe feet	H=O	M moving hand like wiping feet	R.m	RF.p
10280801193	28	8	1193	00:18:13		turn around.	iconic	R		turn around	tracepath	M spinning finger	R.d	RF.d
10280900449	28	9	449	00:35:32		they rock.	iconic	R		rocking		M rotating hand vertically	R.m	RF.p
10280900466	28	9	466	00:35:55		that's right that's right.	nod + iconic	H + L		emphasis  + round in circles	 + trace path		C;R.a	RF;ADD.a
10280900467	28	9	467			go around in circles.	nod~ + iconic~	H + L		emphasis + round in circles	 + trace path		C;R.a	E;RF.a
10280900754	28	9	754	00:52:05			iconic	H		biting		M biting	R.m	X
10280900883	28	9	883	00:00:35		mm.	iconic	H		smelling		M waving her nose over the teacup	R.m	ADD.p
10280900884	28	9	884			oh what a nice smell it has.	iconic~	H		smelling		M waving her nose over the teacup	R.m	ADD.p
10280900887	28	9	887	00:00:43		did you just get it out of there?	nod - iconic 	L 		yes -  getting water out of teapot 		M flicking her finger up 	C;R.m	E;RF.p
10280900890	28	9	890	00:00:45		you like that faucet?	iconic	L		faucet	trace shape	M tracing the shape of a faucet with her finger	R.a	RF.a
10280900952	28	9	952	00:03:00		pepper made me sneeze.	iconic	L		tickly nose		M pretending she just sneezed	R.m	ADD.p
10280901027	28	9	1027	00:05:05		wonderful.	iconic	B		drinking		M making drinking sounds and moving her mouth to the cup	R.m	ADD.p
10281000828	28	10	828	00:20:45		it's a little mouse.	iconic	L		small		M holds pointer finger and thumb in a pinching motion	R.a	RF.a
10281000832	28	10	832	00:20:51		they'll open that door and they go right in.	iconic - iconic	L - B		opening door - running fast	- trace path	Pulls index finger toward body as if imitating a door swinging open - Claps both hands together and moves R palm quickly away from body toward the door.	R.m;R.m	RF.p;RF.p
10281000835	28	10	835	00:21:00		the other day I lifted up something and there was a little mouse.	iconic - iconic	B - R		lifted up  -small		M raises both hands - M holds pointer finger and thumb in a pinching motion	R.m;R.a	RF.p;RF.a
10281100221	28	11	221	0.0116203703704		ok, it looks like a flower.	iconic + nod	r + h		flower shape of mirror + yes		palm forward, spreads fingers + 	R.a;C	RF.a;RF
10281100468	28	11	468	0.0178240740741		see, when the last four were in there.	iconic	b		shape that ice cubes were in to hold up man in game	trace shape	traced shape of game set up before it broke	R.a	ADD.a
10281101487	28	11	1487	0.0199393104524		you want to model and twirl around.	iconic	r		twirl		points first finger and twirls finger	R.m	RF.p
10281200408	28	12	408	0.0221703223285		there's water coming up through the sand.	iconic	l		path of water in book	trace path	traces path of picture of water	R.d	RF.d
10281200412	28	12	412	0.0222800925926		that's what happens when water is not coming up from the ground.	iconic	l		water coming up from ground		shoots arm forward	R.d	RF.d
10281200443	28	12	443		r	there's little bits of water coming up.	iconic	l		water spring		hold hand palm up and stretches and contracts fingers	R.m	RF.p
10281200453	28	12	453	0.023686498999	r	cattle need help because they panic and sink quickly.	iconic	wb		panic		shakes left hand and head and sticks out tongue	R.m	RF.p
10281200901	28	12	901			it's the giant potato --	iconic	l		potato		cupped hand as if holding something	R.a	RF.a
10281200942	28	12	942			remember we were cleaning off the potatoes the other day and all those things growing out of them.	iconic	r		sprouts from a potato		thumb, forefinger and middle finger are together and M shakes them up and down	R.m;R.m	RF.p;RF.p
10281201013	28	12	1013			oh and then -- then -- then the little one.	iconic	l		little pokemon		brings forefinger and thumb close together	R.a	RF.a
10281201206	28	12	1206			Hypno, it hypnotizes.	iconic	l		swinging a pocket watch		pinches fingers as if holding something and moves hand back and forth	R.m	RF.p
10281201276	28	12	1276			oh.	iconic	r		pinching		brings thumbs together with fingers	R.m	ADD.p
10281201277	28	12	1277			like a pincer.	iconic~	r		pinching		brings thumbs together with fingers	R.a	RF.a
10290200007	29	2	7	00:00:23		turn it over.	Iconic	R		(turning) over	tracepath	M flips hand from palm up to down - NS	R.d	RF.d
10290201052	29	2	1052	00:04:21		Garp, garp, garp.	Iconic	R		pinching	H=O	M opens and closes hand like a pinching crab	R.m	ADD.p
10290201053	29	2	1053			crab's going to get you.	Iconic	R		pinching	H=O	M opens and closes hand like a pinching crab	R.m	ADD.p
10290201054	29	2	1054			crab's going to get you.	Iconic	R		pinching	H=O	M opens and closes hand like a pinching crab	R.m	ADD.p
10290201057	29	2	1057	00:04:31		Garp, garp, garp.	Iconic	R		pinching	H=O	M opens and closes hand like a pinching crab	R.m	ADD.p
10290201061	29	2	1061	00:04:39		or maybe he's going to go --	Iconic	L		pinching	H=O	M opens and closes hand like a pinching crab	R.m	ADD.p
10290302244	29	3	2244			ooh+ooh+ah+ah.	iconic	R		pounding	B=O	M pounds on chest as if she is the gorilla	R.m	ADD.p
10290302247	29	3	2247			neigh!	iconic	R		lifting (trunk)		M moves hand up, towards face as if it was the elephant's trunk	R.m	ADD.p
10290302254	29	3	2254	00:27:10			iconic	WB		nipping	H=O	M opens and closes fingers  with raised arms as if crab nipping	R.m	X
10290400887	29	4	887	00:53:09			Iconic	R		turning	H=H	moves hand in clockwise direction to indicate turning	R.m	X
10290500214	29	5	214	00:10:04		who slides down this?	Iconic	L		sliding	H=O	M slides hand downward on the slide	R.m	RF.p
10290500223	29	5	223	00:10:26		and then he slides down right into the water.	Iconic. Palm	L.L	Pretend water	sliding. Pretend water	H=O	M slides hand downward on the slide	R.m;DP	RF.p;RF
10290500723	29	5	723	00:33:01		do they flap their feathers?	iconic	B		flapping (wings)	B=B	puts hands under armpits and moves arms like flapping	R.m	RF.p
